year,mileage,engine_size,horsepower,fuel_type,transmission,brand,condition,accident_count,num_owners,price
2021,65478,1.8,410,gasoline,automatic,Honda,excellent,0,1,41157.44
2023,65950,2.0,446,gasoline,automatic,Audi,good,0,2,65199.78
2004,142582,5.0,298,gasoline,cvt,Mercedes,good,2,1,32806.45
2009,77926,2.5,210,gasoline,cvt,Nissan,fair,2,2,10637.26
2010,9358,5.0,445,hybrid,automatic,BMW,excellent,0,3,89935.8
2002,187247,3.5,317,gasoline,automatic,Audi,fair,0,1,18076.03
2021,20843,2.0,409,diesel,cvt,BMW,excellent,1,1,82794.76
2017,145813,4.0,387,gasoline,automatic,Audi,poor,3,1,24219.38
2020,6253,1.8,468,gasoline,automatic,Kia,good,1,1,27467.93
2017,143181,1.8,215,gasoline,automatic,Kia,excellent,0,3,17737.03
2021,158148,2.5,444,diesel,automatic,Audi,excellent,0,1,74272.02
2001,8670,2.5,296,gasoline,cvt,Nissan,excellent,1,1,16385.26
2011,167298,2.5,348,gasoline,cvt,Mercedes,good,1,1,35634.03
2006,120968,2.0,156,gasoline,manual,Mercedes,good,0,3,18062.28
2004,19613,1.8,448,gasoline,automatic,Audi,good,0,2,45166.91
2006,66049,4.0,446,gasoline,automatic,BMW,excellent,1,2,57032.93
2012,19653,2.5,495,gasoline,manual,BMW,fair,0,3,42020.07
2011,151926,1.4,157,gasoline,automatic,Ford,excellent,0,4,11449.05
2015,128469,1.4,468,electric,automatic,Toyota,good,0,2,34115.85
2003,108872,4.0,272,gasoline,manual,Nissan,good,0,3,13997.01
2000,196007,3.0,147,gasoline,automatic,Audi,fair,0,2,3182.96
2011,135172,1.8,309,hybrid,manual,Toyota,poor,0,1,7274.31
2002,89025,3.0,289,gasoline,automatic,Hyundai,excellent,1,2,15045.74
2012,159443,2.0,297,gasoline,manual,Honda,fair,0,1,9893.75
2012,3117,2.0,409,hybrid,manual,Honda,fair,0,1,21877.37
2011,14919,1.6,257,gasoline,automatic,Toyota,good,0,1,26067.21
2022,3041,2.5,107,diesel,cvt,BMW,excellent,0,1,74923.01
2003,73232,1.8,107,diesel,cvt,Mercedes,excellent,4,3,6668.83
2010,154507,1.8,90,gasoline,automatic,Toyota,fair,0,5,4383.94
2010,152819,4.0,89,gasoline,manual,Mercedes,excellent,0,1,33748.79
2020,11315,2.5,445,electric,automatic,Nissan,excellent,1,1,55400.26
2011,104777,2.5,227,diesel,automatic,BMW,excellent,1,3,42949.62
2009,32479,3.5,211,diesel,manual,Kia,excellent,3,1,16324.03
2022,170982,5.0,367,gasoline,manual,Ford,fair,0,1,20115.44
2011,58637,3.0,116,gasoline,automatic,Nissan,excellent,1,4,17491.58
2012,135440,1.6,266,gasoline,automatic,Ford,good,2,1,11008.98
2015,164758,1.4,386,gasoline,automatic,Chevrolet,excellent,1,1,22786.62
2004,164941,2.0,238,gasoline,automatic,BMW,poor,0,2,7850.28
2002,69793,2.0,258,gasoline,cvt,Honda,excellent,0,2,13495.49
2007,58024,4.0,440,gasoline,manual,Hyundai,good,0,2,19710.79
2001,84304,2.5,91,electric,automatic,Nissan,excellent,2,1,4525.06
2005,184094,1.4,424,gasoline,automatic,Audi,fair,1,5,13711.94
2006,162904,2.5,245,hybrid,automatic,Chevrolet,excellent,1,3,10581.96
2009,162316,3.5,185,electric,manual,Nissan,excellent,0,2,20108.77
2017,70908,4.0,390,electric,automatic,Nissan,excellent,1,1,44913.75
2021,7277,5.0,318,gasoline,automatic,Ford,excellent,0,2,45303.98
2002,177445,1.6,87,hybrid,automatic,Audi,fair,2,2,500.0
2014,62722,1.8,189,gasoline,cvt,Nissan,fair,1,1,13238.98
2008,82483,2.5,147,gasoline,automatic,Mercedes,good,0,4,32650.67
2017,125176,2.0,167,electric,manual,Nissan,good,3,3,15194.73
2012,81522,3.5,330,electric,manual,Kia,fair,0,1,15741.95
2012,158138,1.8,122,electric,cvt,Audi,good,0,2,27447.39
2017,129741,5.0,437,diesel,automatic,Audi,excellent,0,1,82112.74
2012,186495,3.5,256,electric,automatic,Honda,poor,1,1,8181.6
2007,41289,5.0,412,gasoline,automatic,Ford,excellent,2,2,27093.23
2012,75542,1.8,456,gasoline,automatic,Ford,fair,0,3,19707.15
2013,115180,3.0,166,hybrid,cvt,Chevrolet,good,0,2,18150.65
2016,31943,2.0,179,electric,automatic,Mercedes,excellent,1,1,73975.45
2019,29753,1.4,327,gasoline,automatic,Ford,good,2,3,25044.77
2010,29819,1.4,114,hybrid,automatic,Audi,excellent,2,2,35579.09
2020,14425,1.4,490,gasoline,automatic,Kia,excellent,1,2,34614.8
2016,106683,1.4,158,diesel,automatic,Audi,poor,0,1,20673.69
2001,178646,1.8,496,diesel,manual,Honda,excellent,0,2,14059.77
2001,80854,3.0,86,gasoline,automatic,Audi,poor,0,2,8833.65
2008,140520,1.8,358,hybrid,automatic,BMW,good,0,2,36595.31
2000,171826,2.0,238,gasoline,automatic,Kia,excellent,1,2,4616.55
2004,116177,2.5,294,diesel,automatic,Audi,fair,3,5,12604.86
2011,32909,2.5,462,diesel,manual,BMW,excellent,1,2,62538.52
2013,195546,2.5,248,hybrid,manual,Hyundai,fair,0,2,9916.74
2016,156361,1.8,246,gasoline,manual,Honda,excellent,0,1,21679.32
2005,69613,3.0,349,hybrid,automatic,Kia,good,2,1,14465.19
2015,31226,3.5,112,diesel,automatic,Kia,good,0,3,19517.89
2017,94839,1.6,411,diesel,automatic,Mercedes,good,0,4,61270.17
2021,182680,1.8,308,electric,automatic,Ford,excellent,2,2,26490.38
2005,87074,2.5,348,electric,cvt,BMW,poor,5,4,11179.14
2022,191156,4.0,135,gasoline,automatic,Toyota,good,1,3,20122.43
2013,10155,2.5,374,gasoline,cvt,Kia,fair,0,1,15910.7
2012,90172,5.0,341,hybrid,manual,Mercedes,fair,0,1,47355.82
2022,66801,5.0,390,gasoline,automatic,Hyundai,good,0,3,30892.07
2015,174231,2.5,283,gasoline,automatic,Chevrolet,good,0,1,16455.92
2001,32495,2.5,322,diesel,automatic,Chevrolet,fair,2,2,8837.61
2011,76867,1.6,430,gasoline,automatic,Mercedes,poor,2,2,25298.26
2013,129319,3.5,152,gasoline,automatic,Toyota,good,1,1,20126.1
2007,185394,1.4,132,electric,manual,Mercedes,excellent,1,1,13655.88
2019,119893,1.8,100,gasoline,automatic,Toyota,fair,1,4,12538.92
2005,180728,5.0,253,hybrid,automatic,Mercedes,excellent,1,1,42661.04
2004,75552,5.0,480,diesel,automatic,Mercedes,fair,0,2,49302.24
2022,46647,2.5,159,electric,automatic,Ford,fair,3,1,23020.43
2007,77513,2.5,428,electric,automatic,BMW,good,0,2,56459.2
2008,170216,2.0,231,gasoline,cvt,BMW,good,2,1,16630.33
2019,186023,2.0,374,gasoline,automatic,Audi,good,1,1,44274.98
2017,193823,4.0,223,diesel,automatic,Mercedes,good,1,1,44527.9
2013,94322,2.5,244,electric,cvt,Audi,fair,5,1,22087.26
2017,159893,1.6,447,diesel,automatic,Nissan,excellent,0,2,28525.18
2004,4922,3.0,392,gasoline,automatic,Hyundai,excellent,0,2,24694.81
2014,54890,1.8,455,electric,automatic,Chevrolet,fair,0,3,22670.31
2016,199218,3.0,279,diesel,automatic,Audi,excellent,4,1,32997.95
2006,160706,3.0,335,gasoline,automatic,Mercedes,fair,0,2,23794.18
2005,24052,3.5,460,gasoline,automatic,Honda,poor,1,3,11856.71
2019,108852,4.0,121,gasoline,manual,Kia,good,4,1,11046.02
2008,23762,3.0,242,diesel,automatic,Honda,good,0,2,24156.23
2000,112411,3.5,223,gasoline,automatic,Chevrolet,excellent,1,5,6727.76
2020,52292,1.4,114,hybrid,cvt,Nissan,fair,2,2,14474.52
2015,30721,1.8,385,gasoline,cvt,Kia,good,1,1,19758.63
2016,87758,3.0,339,gasoline,automatic,Chevrolet,excellent,2,1,26376.87
2008,21527,4.0,100,gasoline,automatic,Audi,excellent,0,3,44510.1
2007,185952,1.8,370,diesel,automatic,Mercedes,fair,0,4,21604.45
2013,124866,1.6,416,gasoline,automatic,Toyota,good,1,2,22441.83
2005,140306,2.5,238,electric,automatic,Chevrolet,excellent,0,3,14057.26
2014,11482,1.6,443,gasoline,manual,Hyundai,good,0,2,23950.55
2011,72573,5.0,101,gasoline,automatic,Nissan,good,1,1,20542.05
2012,55300,1.6,300,gasoline,cvt,Chevrolet,excellent,1,1,19830.52
2014,72596,2.5,291,gasoline,automatic,Honda,excellent,0,3,29939.15
2002,142282,3.0,182,gasoline,automatic,Kia,good,0,2,7780.79
2023,9570,1.8,383,hybrid,automatic,Kia,good,1,4,31299.56
2018,118692,2.5,285,gasoline,manual,BMW,poor,0,1,20599.41
2016,135740,2.5,345,diesel,automatic,Kia,fair,1,2,14509.92
2019,156271,3.0,419,gasoline,manual,Nissan,excellent,4,2,23360.66
2001,56502,2.5,247,diesel,automatic,Ford,poor,1,2,2969.07
2020,2600,4.0,260,hybrid,automatic,Ford,excellent,0,1,42186.53
2019,148655,1.6,357,gasoline,automatic,Nissan,poor,0,3,12420.86
2007,98687,2.0,134,gasoline,automatic,Chevrolet,poor,0,3,3241.6
2011,49576,3.0,157,diesel,cvt,Audi,fair,2,1,25828.12
2001,181242,1.4,337,electric,automatic,Ford,excellent,2,3,5160.38
2009,74091,2.5,391,gasoline,automatic,Honda,good,0,2,26551.78
2018,138278,5.0,403,gasoline,automatic,Honda,poor,0,1,15875.74
2009,41819,1.8,454,electric,manual,Kia,good,0,1,24654.1
2013,66951,1.4,392,gasoline,cvt,BMW,excellent,2,1,48151.21
2018,94687,2.5,251,diesel,automatic,Audi,good,0,1,55482.3
2004,23336,4.0,179,diesel,automatic,Chevrolet,excellent,0,2,21837.13
2005,57475,2.0,319,electric,cvt,Hyundai,good,5,3,10283.41
2012,72821,3.5,443,gasoline,automatic,Audi,excellent,0,2,66028.36
2007,19465,3.5,407,gasoline,automatic,Nissan,good,0,2,22167.48
2010,166728,1.4,456,gasoline,automatic,Honda,good,0,1,18584.85
2019,133191,1.8,324,gasoline,automatic,Kia,good,3,2,17678.75
2013,196200,5.0,297,diesel,manual,Honda,excellent,1,1,25677.15
2010,43778,1.6,399,diesel,manual,Mercedes,poor,1,4,22733.39
2002,101440,2.0,151,gasoline,manual,Mercedes,good,1,1,11863.7
2015,141654,1.6,105,gasoline,manual,Nissan,good,0,1,12915.72
2017,21736,1.4,447,hybrid,cvt,Ford,excellent,1,4,38439.72
2010,130900,1.6,169,diesel,cvt,Nissan,fair,0,5,8830.38
2006,87531,5.0,471,gasoline,automatic,Chevrolet,poor,0,1,10228.63
2023,80906,1.6,442,gasoline,automatic,Kia,excellent,1,2,28667.94
2002,7941,2.0,271,gasoline,cvt,Kia,good,0,3,11631.95
2012,163483,2.5,480,gasoline,automatic,Nissan,excellent,0,1,28412.95
2021,106554,4.0,297,gasoline,automatic,Chevrolet,excellent,1,1,32661.04
2004,185235,2.0,105,gasoline,automatic,Hyundai,good,0,4,3256.27
2013,43313,5.0,233,diesel,manual,Audi,excellent,0,3,61054.7
2010,33247,3.5,93,electric,automatic,Mercedes,poor,0,1,27132.72
2022,73150,5.0,142,gasoline,automatic,Hyundai,good,1,2,23543.64
2022,170008,2.5,447,hybrid,manual,Chevrolet,good,1,1,26878.12
2006,71969,1.6,269,gasoline,automatic,Mercedes,fair,1,1,24624.24
2005,51814,3.0,173,electric,cvt,Mercedes,good,0,2,41148.6
2020,68550,5.0,308,gasoline,automatic,Audi,good,1,1,65383.6
2017,41212,1.8,363,diesel,cvt,Mercedes,good,1,3,61420.11
2023,3175,1.4,118,diesel,automatic,BMW,good,0,1,57935.99
2012,78112,2.0,124,gasoline,automatic,BMW,excellent,1,1,39127.91
2023,172121,1.4,350,gasoline,automatic,BMW,excellent,1,1,57058.26
2011,162722,3.0,406,diesel,automatic,Toyota,excellent,2,1,25768.48
2015,140539,1.6,275,gasoline,automatic,BMW,excellent,0,1,45438.26
2009,105541,2.0,383,diesel,manual,Honda,poor,1,2,12208.25
2010,42515,2.5,409,gasoline,automatic,Ford,good,0,1,23883.4
2008,35678,1.6,96,hybrid,automatic,Nissan,fair,1,1,13195.39
2001,39376,4.0,496,diesel,automatic,Ford,poor,0,2,11101.18
2000,173010,2.0,392,gasoline,cvt,Nissan,fair,1,5,7731.58
2008,34785,3.5,374,diesel,automatic,Nissan,good,2,1,24426.32
2023,100524,1.4,109,gasoline,automatic,Ford,good,1,3,17941.87
2007,160374,1.4,437,diesel,automatic,Toyota,good,0,3,18183.9
2005,199518,5.0,330,gasoline,automatic,Nissan,excellent,3,3,13300.62
2012,194511,3.0,322,gasoline,cvt,Mercedes,excellent,1,2,41260.71
2020,199780,2.5,369,gasoline,automatic,BMW,good,0,2,44937.76
2016,191945,1.8,211,gasoline,cvt,Chevrolet,fair,0,4,10717.81
2001,106214,2.0,185,hybrid,automatic,Kia,fair,2,1,2930.59
2002,33877,5.0,334,gasoline,cvt,Nissan,good,0,1,19069.59
2004,187364,1.8,406,diesel,manual,Kia,excellent,3,2,4864.84
2007,169605,3.5,397,hybrid,cvt,Audi,good,4,2,23737.84
2023,136172,1.4,353,diesel,manual,Audi,poor,1,1,23113.84
2007,185863,3.0,141,diesel,manual,Hyundai,good,1,1,6993.56
2017,100995,2.0,375,gasoline,automatic,Toyota,excellent,1,2,34323.94
2011,8204,1.6,152,electric,automatic,Honda,good,3,3,18362.9
2013,93529,1.4,220,gasoline,automatic,Kia,good,0,1,13042.39
2001,162645,4.0,165,hybrid,manual,Kia,excellent,2,1,4611.29
2000,25100,1.4,114,gasoline,automatic,Chevrolet,fair,0,1,5297.11
2020,7767,1.6,230,gasoline,manual,Honda,fair,0,2,19210.53
2013,42766,4.0,367,diesel,manual,Mercedes,good,4,1,51666.98
2012,108353,2.5,487,gasoline,manual,Hyundai,good,4,2,16746.86
2022,13039,3.0,157,gasoline,cvt,Hyundai,fair,1,1,17060.09
2020,150726,2.0,377,gasoline,automatic,BMW,excellent,0,1,61897.84
2008,34469,1.6,188,hybrid,automatic,Honda,poor,1,2,8948.83
2008,41153,4.0,430,gasoline,cvt,Kia,fair,0,1,14178.27
2004,23506,1.4,221,gasoline,automatic,Kia,fair,2,1,8001.48
2006,190010,1.4,372,electric,automatic,Hyundai,excellent,0,1,15491.62
2018,175195,1.8,92,gasoline,automatic,Kia,excellent,0,3,11663.33
2006,126723,1.8,192,gasoline,manual,Chevrolet,excellent,2,1,9979.06
2004,99881,3.0,212,gasoline,automatic,Nissan,excellent,0,1,13792.61
2011,197272,2.0,387,hybrid,automatic,Audi,excellent,0,5,37134.15
2000,37190,5.0,143,hybrid,manual,Chevrolet,fair,0,1,12982.64
2016,145687,4.0,199,diesel,automatic,Nissan,good,4,3,17232.38
2008,40967,3.0,439,gasoline,automatic,Honda,fair,0,1,18547.34
2004,195313,3.0,190,diesel,cvt,Nissan,good,0,1,10414.28
2009,103488,2.5,201,diesel,automatic,BMW,fair,2,3,17597.65
2001,80389,3.5,186,hybrid,automatic,Hyundai,excellent,1,1,12899.21
2023,184529,2.5,318,gasoline,automatic,BMW,fair,1,1,35877.94
2007,26184,1.4,309,gasoline,automatic,Kia,excellent,0,2,17549.46
2021,102257,2.5,162,gasoline,automatic,Honda,good,2,3,20022.14
2002,74253,4.0,399,electric,automatic,Mercedes,good,1,1,54208.93
2000,191527,1.8,170,hybrid,automatic,Nissan,good,1,1,1058.42
2000,198419,4.0,278,diesel,automatic,BMW,excellent,0,3,19087.35
2015,167279,2.5,366,gasoline,automatic,Honda,good,2,3,19011.24
2016,69859,2.0,307,gasoline,manual,Mercedes,fair,1,1,33334.58
2008,63756,1.8,444,electric,automatic,Chevrolet,poor,0,2,14532.97
2023,65485,2.0,344,gasoline,automatic,Toyota,fair,3,1,21002.26
2020,176354,2.0,445,gasoline,cvt,Audi,good,1,1,45081.44
2015,112266,1.4,80,diesel,automatic,Ford,excellent,1,1,17878.95
2022,37952,3.0,344,gasoline,automatic,Ford,good,0,3,32973.86
2010,137145,1.4,458,gasoline,cvt,Ford,excellent,0,1,20378.41
2008,29909,3.5,239,gasoline,manual,Toyota,good,2,1,20244.29
2009,74301,2.0,441,gasoline,automatic,Nissan,good,0,3,23408.39
2016,8520,2.0,98,gasoline,automatic,Honda,excellent,1,5,23177.16
2009,91279,1.4,270,hybrid,cvt,Audi,excellent,1,1,38922.54
2021,168086,3.5,199,gasoline,cvt,Kia,excellent,1,1,20452.54
2021,39157,1.6,419,diesel,automatic,Chevrolet,fair,0,5,24684.71
2023,136819,2.0,317,gasoline,automatic,Nissan,good,0,2,25701.13
2012,150618,2.0,318,hybrid,manual,Nissan,excellent,1,2,20111.15
2007,13087,2.5,85,diesel,cvt,Hyundai,poor,1,1,6816.85
2020,45828,2.5,490,gasoline,automatic,Nissan,excellent,3,3,34182.39
2006,126783,1.8,161,diesel,automatic,Kia,good,0,3,6868.05
2004,71383,1.6,466,gasoline,automatic,Kia,good,1,3,14798.09
2008,62768,1.4,456,gasoline,automatic,Nissan,good,3,4,16973.59
2004,38964,3.0,180,gasoline,automatic,Mercedes,good,2,4,26521.59
2015,141237,2.5,172,electric,automatic,BMW,good,0,1,44759.65
2012,21400,2.5,390,electric,automatic,Mercedes,poor,1,2,37885.8
2001,91659,3.0,414,electric,automatic,Nissan,poor,0,1,11033.94
2011,151336,4.0,260,gasoline,manual,Toyota,excellent,0,1,25039.02
2006,66377,1.6,98,gasoline,manual,Nissan,good,3,1,8228.0
2012,116105,1.8,391,diesel,automatic,Hyundai,excellent,1,1,23527.71
2023,50477,1.4,179,hybrid,automatic,Hyundai,good,0,4,26810.27
2001,25070,1.4,124,hybrid,automatic,BMW,good,0,1,26444.92
2020,99593,3.0,359,diesel,automatic,Audi,good,0,1,63726.87
2023,186840,2.5,267,gasoline,automatic,Honda,good,5,1,15271.9
2004,63333,1.4,365,gasoline,automatic,BMW,good,1,1,29949.12
2012,162585,3.5,407,electric,automatic,BMW,good,1,1,54802.35
2008,119621,1.8,203,gasoline,automatic,Mercedes,excellent,1,3,30935.9
2013,85596,4.0,338,diesel,manual,Toyota,good,2,4,24254.19
2011,91952,2.5,198,diesel,manual,Mercedes,excellent,1,2,44166.42
2000,56590,2.5,248,hybrid,automatic,Honda,good,0,1,13557.75
2007,30643,4.0,351,hybrid,manual,Nissan,fair,1,1,18676.28
2021,109639,1.4,334,gasoline,cvt,Mercedes,good,0,3,52735.32
2000,180975,2.5,488,gasoline,manual,Audi,fair,0,1,15830.4
2005,7599,3.0,163,gasoline,manual,Toyota,poor,0,2,9156.87
2021,194715,1.8,462,hybrid,automatic,Audi,good,0,3,55550.41
2004,8843,2.0,252,gasoline,manual,Mercedes,good,0,1,38289.26
2012,773,4.0,146,diesel,manual,Nissan,good,4,1,16532.93
2019,125364,3.5,90,gasoline,automatic,Ford,excellent,2,3,19342.4
2001,81684,1.8,162,gasoline,manual,Toyota,good,3,3,4878.79
2011,190154,1.4,197,hybrid,automatic,Honda,fair,3,1,6058.65
2004,100160,3.5,296,hybrid,manual,BMW,good,3,1,27373.99
2001,21168,5.0,497,hybrid,automatic,Chevrolet,poor,1,1,14754.35
2018,96702,4.0,416,diesel,automatic,BMW,good,0,4,71146.4
2004,132349,2.5,227,gasoline,automatic,Audi,excellent,0,1,29317.11
2017,119948,2.5,408,diesel,automatic,Honda,fair,0,2,22044.43
2015,149755,1.8,232,gasoline,automatic,Ford,excellent,3,3,13611.94
2005,14647,2.0,404,diesel,automatic,Honda,fair,0,3,18919.19
2007,100827,1.6,360,gasoline,manual,BMW,good,5,2,13942.05
2003,136207,1.4,466,gasoline,automatic,Hyundai,good,0,2,11896.0
2023,80122,1.8,388,diesel,automatic,Audi,good,2,2,59197.17
2014,115207,3.5,260,hybrid,manual,Nissan,good,0,4,22079.05
2009,11768,2.5,109,electric,automatic,Toyota,good,1,3,21629.83
2004,123466,5.0,106,gasoline,automatic,Audi,good,1,1,22959.17
2023,45445,4.0,179,hybrid,automatic,Chevrolet,good,1,3,30683.14
2014,83853,2.5,96,gasoline,automatic,Honda,excellent,0,2,23471.63
2008,7349,1.6,241,gasoline,automatic,Toyota,good,1,1,19076.56
2005,19246,4.0,164,gasoline,automatic,Honda,excellent,0,2,24294.18
2018,120059,3.5,353,gasoline,cvt,Audi,fair,1,4,34130.57
2016,62503,1.6,301,electric,manual,BMW,good,1,3,50273.31
2008,59730,1.6,86,gasoline,automatic,BMW,fair,0,3,18935.0
2018,175137,5.0,157,gasoline,automatic,Mercedes,good,0,2,49180.55
2006,172529,2.5,339,gasoline,automatic,Mercedes,fair,3,2,16854.25
2018,170026,3.0,494,diesel,automatic,BMW,good,1,5,56225.56
2020,96714,3.0,315,electric,automatic,Audi,fair,0,1,52199.67
2019,105517,1.6,398,diesel,manual,Nissan,good,0,2,29222.69
2000,21720,1.8,250,gasoline,automatic,Toyota,fair,0,2,13595.04
2008,180772,5.0,355,electric,automatic,Ford,good,0,2,19519.17
2013,27776,2.0,248,gasoline,automatic,Toyota,excellent,1,3,26592.47
2019,85718,5.0,191,electric,automatic,Chevrolet,good,0,2,32587.1
2016,23722,1.6,197,diesel,automatic,Mercedes,good,2,1,52313.87
2017,51067,1.4,228,gasoline,automatic,Ford,fair,0,1,15663.78
2001,33941,5.0,273,gasoline,automatic,Chevrolet,good,0,2,12724.42
2021,144273,2.5,305,gasoline,manual,Kia,good,0,1,17580.48
2022,61315,1.4,468,gasoline,automatic,Kia,fair,0,2,19562.91
2018,52215,2.0,228,electric,cvt,Chevrolet,fair,2,4,18031.82
2009,69818,2.0,88,gasoline,cvt,Honda,excellent,1,2,12457.31
2000,56292,4.0,151,gasoline,manual,Ford,fair,0,4,8088.52
2018,168982,1.8,233,gasoline,automatic,Kia,good,3,2,13074.95
2008,99997,5.0,480,diesel,automatic,Toyota,good,3,5,24652.53
2016,55310,3.5,209,gasoline,automatic,Chevrolet,fair,2,4,11954.68
2003,43417,2.5,440,gasoline,automatic,Toyota,fair,1,3,16765.63
2020,198383,2.5,155,diesel,automatic,Honda,fair,0,2,13450.47
2001,41081,1.6,426,diesel,automatic,Toyota,good,0,3,18472.15
2014,158726,1.6,242,gasoline,automatic,Honda,poor,0,3,10166.08
2005,122604,1.8,80,gasoline,cvt,Toyota,good,0,2,6858.15
2023,182931,4.0,242,gasoline,automatic,Ford,good,0,2,26338.68
2001,186721,3.5,200,gasoline,automatic,Mercedes,good,2,3,6759.25
2000,120141,3.5,494,gasoline,automatic,Nissan,excellent,2,1,17656.83
2013,158245,5.0,495,gasoline,automatic,Hyundai,excellent,0,1,25309.94
2016,97383,3.5,419,diesel,automatic,Honda,good,1,2,31852.74
2022,140540,4.0,250,gasoline,automatic,Honda,excellent,4,4,26181.65
2010,14166,1.4,361,gasoline,automatic,Honda,excellent,0,5,28834.14
2018,82054,2.0,330,gasoline,automatic,Nissan,good,5,1,20716.79
2005,181768,1.6,177,gasoline,automatic,Honda,excellent,0,3,4287.53
2007,143795,5.0,346,gasoline,automatic,Mercedes,excellent,0,1,56381.83
2012,58499,5.0,182,gasoline,automatic,Toyota,excellent,0,2,33466.69
2017,94086,1.4,165,gasoline,automatic,Nissan,poor,0,4,6525.64
2022,141245,2.0,429,electric,manual,Nissan,good,0,1,31651.67
2015,144534,1.4,446,gasoline,automatic,Honda,fair,0,2,18788.78
2012,19434,1.8,326,gasoline,automatic,Kia,excellent,0,2,22190.28
2006,187050,1.6,288,gasoline,automatic,Kia,fair,0,1,4352.18
2001,166292,5.0,235,electric,automatic,Chevrolet,fair,0,1,9880.63
2007,58935,1.6,367,diesel,automatic,Honda,good,5,4,15264.16
2014,44847,1.4,446,hybrid,automatic,Kia,excellent,0,1,30619.07
2011,188882,2.5,359,hybrid,automatic,Chevrolet,excellent,0,2,21982.49
2005,57541,1.4,89,hybrid,automatic,Ford,excellent,3,3,7018.92
2007,95998,2.5,87,gasoline,automatic,BMW,good,0,3,20183.16
2021,83855,1.8,304,diesel,automatic,BMW,excellent,0,1,74326.53
2009,68964,2.5,157,gasoline,automatic,Toyota,good,0,3,17756.68
2018,36318,3.0,163,diesel,manual,Hyundai,poor,0,3,10215.56
2015,184574,5.0,289,gasoline,automatic,Nissan,fair,1,2,15719.53
2013,148052,1.4,395,diesel,automatic,Toyota,good,0,1,23706.01
2003,180195,3.5,319,gasoline,automatic,Audi,excellent,0,3,27581.18
2009,32148,5.0,316,diesel,automatic,Toyota,poor,0,2,16107.13
2003,195827,3.0,309,gasoline,automatic,Kia,excellent,0,1,9166.74
2008,175398,2.5,381,gasoline,automatic,Kia,excellent,5,3,9309.23
2013,158039,4.0,330,hybrid,automatic,Audi,fair,1,2,36070.76
2001,165990,2.5,339,electric,manual,Ford,excellent,0,2,12336.9
2012,137117,2.0,251,diesel,automatic,Ford,fair,2,2,10979.8
2016,147531,1.6,417,diesel,automatic,Mercedes,fair,0,2,40998.34
2009,112450,4.0,281,diesel,automatic,Honda,good,0,1,27331.28
2011,146674,5.0,412,electric,automatic,BMW,excellent,0,1,76809.42
2009,151411,1.8,297,diesel,automatic,Nissan,good,0,1,15409.18
2017,144450,2.5,218,diesel,automatic,BMW,poor,0,2,20988.71
2003,159339,4.0,184,hybrid,cvt,Mercedes,excellent,0,1,28166.7
2012,71481,2.0,440,gasoline,manual,Nissan,excellent,1,3,25887.38
2019,109399,1.6,273,gasoline,automatic,Mercedes,excellent,3,4,48669.45
2014,145375,4.0,408,gasoline,automatic,Kia,good,0,1,19986.77
2018,56026,5.0,130,hybrid,automatic,Audi,good,3,1,52002.32
2019,115950,3.5,101,diesel,manual,Honda,fair,1,1,16238.21
2010,186274,2.5,204,gasoline,cvt,Ford,good,0,1,10478.37
2016,119787,1.8,335,diesel,automatic,Honda,good,1,5,21184.07
2023,88877,3.5,149,gasoline,automatic,Toyota,excellent,0,4,34904.12
2000,17006,4.0,383,diesel,automatic,Mercedes,good,0,4,51311.59
2018,79684,1.8,324,gasoline,automatic,Toyota,fair,1,1,21018.53
2003,62291,4.0,265,electric,manual,Toyota,good,0,3,20559.3
2005,69548,1.6,171,diesel,manual,BMW,excellent,0,1,30946.88
2022,158882,2.5,312,electric,automatic,Toyota,excellent,0,1,42901.23
2000,26073,1.6,279,hybrid,automatic,Honda,good,2,2,13071.12
2015,109752,2.5,165,gasoline,cvt,Audi,good,2,2,28502.71
2020,40007,3.0,438,gasoline,manual,Kia,fair,0,1,20711.41
2008,46048,2.0,349,electric,cvt,BMW,fair,2,5,28450.24
2000,49545,1.8,299,diesel,manual,BMW,fair,0,5,16312.46
2020,161307,2.0,115,gasoline,manual,Honda,excellent,2,1,19035.47
2014,52595,3.0,245,electric,automatic,Hyundai,good,1,1,23358.68
2017,9941,1.8,100,electric,cvt,Chevrolet,excellent,1,2,25414.87
2019,134906,4.0,399,gasoline,manual,Kia,excellent,0,1,26790.43
2020,137861,2.0,266,gasoline,automatic,Chevrolet,good,2,1,17671.45
2018,99108,3.0,186,gasoline,automatic,BMW,good,4,1,33653.74
2007,68081,3.0,216,gasoline,automatic,Kia,good,0,3,12308.87
2007,75388,5.0,205,diesel,automatic,Nissan,excellent,0,2,28455.64
2001,167501,3.5,442,gasoline,manual,Honda,fair,0,2,12071.32
2011,3957,4.0,486,hybrid,manual,Toyota,excellent,1,1,47168.59
2023,192896,2.0,191,electric,automatic,Audi,excellent,0,2,56864.97
2015,73920,2.0,406,gasoline,cvt,Mercedes,good,4,2,48253.52
2020,45315,5.0,422,gasoline,automatic,Chevrolet,fair,1,1,23849.9
2016,127706,5.0,362,diesel,automatic,Nissan,good,0,3,28732.09
2022,11541,2.5,323,gasoline,automatic,Chevrolet,fair,4,2,17111.46
2010,112622,3.5,136,diesel,manual,Kia,fair,1,3,6789.59
2005,37244,4.0,415,gasoline,automatic,Toyota,good,0,1,28749.61
